"row_id","triplet_id","variant_type","scam_type","language","script","surface_format","message_text","text_en_gloss","genuine_anchor_id","pattern_id","source_type","source_url","source_date","pressure_tactic","ask","red_flags","mentioned_institutions","contains_link","link_pattern","validation_status"
"CYB-SCALE-049","TRIP-SCALE-UPI-HI-002","genuine","upi_collect_request","Hindi","Devanagari","SMS","Rs.499.00 A/c X7876 में MAULI FOODS से credit हुआ on 07-Apr-26. UPI Ref 731483042759. Avl Bal Rs.3643.00 -MAHABANK","Genuine upi collect request notice in Hindi.","ANC-SMS-005","PAT-UPI-008","synthetic_from_verified_pattern","user_supplied_private_sms","2026-04-28","none","safe_or_routine_action","none","Bank of Maharashtra","false","none","needs_human_review"
"CYB-SCALE-050","TRIP-SCALE-UPI-HI-002","scam","upi_collect_request","Hindi","Devanagari","app_notification","ICICI cashback Rs.499 ready है. UPI app पर 5 min में APPROVE करो वरना expire.","Scam variant for fake-merchant-payment-confirmation.","ANC-SMS-005","PAT-UPI-004","synthetic_from_verified_pattern","https://www.npci.org.in/what-we-do/upi/product-overview/","2026-04-28","Merchant impersonation and transaction confusion","approve_collect_request","refund_lure|hidden_upi_pin_risk|unknown_collect_request|bank_impersonation","ICICI Bank|ICICI|UPI","false","none","needs_human_review"
"CYB-SCALE-051","TRIP-SCALE-UPI-HI-002","help_seeking","upi_collect_request","Hindi","Devanagari","WhatsApp","भाई, GPay popup ICICI-REFUND से Rs.499 के लिए आया, cashback लेने के लिए PIN डालने को बोल रहा. लेने के लिए PIN सही है?","Help-seeking message about suspected upi collect request fraud.","ANC-SMS-005","PAT-UPI-004","synthetic_from_verified_pattern","https://www.npci.org.in/what-we-do/upi/product-overview/","2026-04-28","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","ICICI Bank|ICICI|UPI","false","none","needs_human_review"
"CYB-SCALE-052","TRIP-SCALE-UPI-MR-001","genuine","upi_collect_request","Marathi","Devanagari","SMS","A/c X7876 मधून Rs.499.00 UPI payment MAULI FOODS ला debit झाला on 07-Apr-26. RRN: 731483042759. Not you? bank ला call करा. -MAHABANK","Genuine upi collect request notice in Marathi.","ANC-SMS-005","PAT-UPI-008","synthetic_from_verified_pattern","user_supplied_private_sms","2026-04-28","none","safe_or_routine_action","none","Bank of Maharashtra","false","none","needs_human_review"
"CYB-SCALE-053","TRIP-SCALE-UPI-MR-001","scam","upi_collect_request","Marathi","Devanagari","app_notification","Rs.499 refund pending आहे. ICICI-REFUND कडून आलेला UPI collect approve करा. Credit आज होईल.","Scam variant for fake-merchant-payment-confirmation.","ANC-SMS-005","PAT-UPI-004","synthetic_from_verified_pattern","https://www.npci.org.in/what-we-do/upi/product-overview/","2026-04-28","Merchant impersonation and transaction confusion","approve_collect_request","refund_lure|hidden_upi_pin_risk|unknown_collect_request|bank_impersonation","ICICI Bank|ICICI|UPI","false","none","needs_human_review"
"CYB-SCALE-054","TRIP-SCALE-UPI-MR-001","help_seeking","upi_collect_request","Marathi","Devanagari","WhatsApp","आई, ICICI-REFUND कडून Rs.499 चा UPI collect आला आहे. refund credit म्हणतोय. पैसे receive करायला approve लागतं का?","Help-seeking message about suspected upi collect request fraud.","ANC-SMS-005","PAT-UPI-004","synthetic_from_verified_pattern","https://www.npci.org.in/what-we-do/upi/product-overview/","2026-04-28","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","ICICI Bank|ICICI|UPI","false","none","needs_human_review"
"CYB-SCALE-055","TRIP-SCALE-UPI-MR-002","genuine","upi_collect_request","Marathi","Devanagari","SMS","Rs.999.00 A/c X8150 मध्ये BOOKS INDIA कडून credit झाले on 16-Jun-26. UPI Ref 731483061105. Avl Bal Rs.7143.00 -MAHABANK","Genuine upi collect request notice in Marathi.","ANC-SBI-003","PAT-UPI-008","synthetic_from_verified_pattern","https://bank.sbi/web/personal-banking/cyber-security","2026-04-28","none","safe_or_routine_action","none","SBI","false","none","needs_human_review"
"CYB-SCALE-056","TRIP-SCALE-UPI-MR-002","scam","upi_collect_request","Marathi","Devanagari","SMS","AXIS cashback Rs.999 तयार आहे. UPI app वर 5 min मध्ये APPROVE करा, नाही तर expire होईल.","Scam variant for unknown-upi-request-warning-counterpattern.","ANC-SBI-003","PAT-UPI-008","synthetic_from_verified_pattern","https://bank.sbi/web/personal-banking/cyber-security","2026-04-28","Legitimate safety correction","approve_collect_request","refund_lure|hidden_upi_pin_risk|unknown_collect_request|bank_impersonation","Axis Bank|AXIS|UPI","false","none","needs_human_review"
"CYB-SCALE-057","TRIP-SCALE-UPI-MR-002","help_seeking","upi_collect_request","Marathi","Devanagari","WhatsApp","दादा, GPay popup AXIS-REFUND कडून Rs.999 साठी, cashback घ्यायला PIN टाकायला सांगतोय. घ्यायला PIN बरोबर आहे का?","Help-seeking message about suspected upi collect request fraud.","ANC-SBI-003","PAT-UPI-008","synthetic_from_verified_pattern","https://bank.sbi/web/personal-banking/cyber-security","2026-04-28","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","Axis Bank|AXIS|UPI","false","none","needs_human_review"
"CYB-SCALE-058","TRIP-SCALE-UPI-HIN-002","genuine","upi_collect_request","Hinglish","Latin","SMS","Rs.1850.00 A/c X8287 me KIRAN SNACKS se credit hua on 21-Jan-26. UPI Ref 731483070278. Avl Bal Rs.13100.00 -MAHABANK","Genuine upi collect request notice in Hinglish.","ANC-SMS-001","PAT-UPI-008","synthetic_from_verified_pattern","user_supplied_private_sms","2026-04-28","none","safe_or_routine_action","none","Bank of Maharashtra","false","none","machine_generated"
"CYB-SCALE-059","TRIP-SCALE-UPI-HIN-002","scam","upi_collect_request","Hinglish","Latin","SMS","BOI cashback Rs.1850 ready hai. UPI app par 5 min me APPROVE karo warna expire ho jayega.","Scam variant for receive-money-collect-trap.","ANC-SMS-001","PAT-UPI-001","synthetic_from_verified_pattern","https://www.npci.org.in/what-we-do/bhim/faq/","2026-04-28","Confusion between receiving and paying","approve_collect_request","refund_lure|hidden_upi_pin_risk|unknown_collect_request|bank_impersonation","BOI|BOI|UPI","false","none","machine_generated"
"CYB-SCALE-060","TRIP-SCALE-UPI-HIN-002","help_seeking","upi_collect_request","Hinglish","Latin","WhatsApp","Bhai, GPay popup BOI-REFUND se Rs.1850 ke liye, cashback lene ke liye PIN dalo bol raha. Lene ke liye PIN sahi?","Help-seeking message about suspected upi collect request fraud.","ANC-SMS-001","PAT-UPI-001","synthetic_from_verified_pattern","https://www.npci.org.in/what-we-do/bhim/faq/","2026-04-28","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","BOI|BOI|UPI","false","none","machine_generated"
"CYB-SCALE-061","TRIP-SCALE-UPI-HIN-003","genuine","upi_collect_request","Hinglish","Latin","SMS","OTP 315116 UPI txn Rs.49 RAJ MEDICAL ke liye. 5 min valid. Kisi ko share mat karo. -MAHABANK","Genuine upi collect request notice in Hinglish.","ANC-SMS-003","PAT-UPI-008","synthetic_from_verified_pattern","user_supplied_private_sms","2026-04-28","none","safe_or_routine_action","none","Bank of Maharashtra","false","none","machine_generated"
"CYB-SCALE-062","TRIP-SCALE-UPI-HIN-003","scam","upi_collect_request","Hinglish","Latin","SMS","Bijli bill double cut hua, Rs.49 wapas. HDFC-REFUND ka collect request accept karo, paise turant aayenge.","Scam variant for fake-refund-pull-payment.","ANC-SMS-003","PAT-UPI-003","synthetic_from_verified_pattern","https://timesofindia.indiatimes.com/technology/tech-news/npci-is-shutting-down-these-qr-code-based-upi-transactions-starting-october-1/amp_articleshow/123279266.cms","2025-08-15","Refund lure","approve_collect_request","refund_lure|hidden_upi_pin_risk|unknown_collect_request|bank_impersonation","HDFC Bank|HDFC|UPI","false","none","machine_generated"
"CYB-SCALE-063","TRIP-SCALE-UPI-HIN-003","help_seeking","upi_collect_request","Hinglish","Latin","WhatsApp","Mom, PhonePe Rs.49 APPROVE karne bol raha HDFC-REFUND se, timer chal raha. Refund se related ya scam?","Help-seeking message about suspected upi collect request fraud.","ANC-SMS-003","PAT-UPI-003","synthetic_from_verified_pattern","https://timesofindia.indiatimes.com/technology/tech-news/npci-is-shutting-down-these-qr-code-based-upi-transactions-starting-october-1/amp_articleshow/123279266.cms","2025-08-15","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","HDFC Bank|HDFC|UPI","false","none","machine_generated"
"CYB-SCALE-064","TRIP-SCALE-UPI-HIN-004","genuine","upi_collect_request","Hinglish","Latin","SMS","IMPS Rs.125.00 transfer to GREEN MART A/c successful. UPI Ref 731483106970. Charge Rs.5.00 deducted. -MAHABANK","Genuine upi collect request notice in Hinglish.","ANC-NPCI-003","PAT-UPI-008","synthetic_from_verified_pattern","https://www.npci.org.in/what-we-do/bhim/faq/","2026-04-28","none","safe_or_routine_action","none","BHIM","false","none","machine_generated"
"CYB-SCALE-065","TRIP-SCALE-UPI-HIN-004","scam","upi_collect_request","Hinglish","Latin","SMS","MAHABANK-REFUND: prize amount Rs.125 jeeti hai. UPI request approve karo aur PIN dalo, paise wallet me aa jayenge.","Scam variant for debit-reversal-collect-request.","ANC-NPCI-003","PAT-UPI-007","synthetic_from_verified_pattern","https://www.hdfcbank.com/personal/resources/learning-centre/vigil-aunty/essential-practices-for-safe-upi-transactions","2026-04-28","Refund lure with bank-style vocabulary","approve_collect_request","refund_lure|hidden_upi_pin_risk|unknown_collect_request|bank_impersonation","Bank of Maharashtra|MAHABANK|UPI","false","none","machine_generated"
"CYB-SCALE-066","TRIP-SCALE-UPI-HIN-004","help_seeking","upi_collect_request","Hinglish","Latin","WhatsApp","Bhaiya, MAHABANK-REFUND wala bola lottery prize Rs.125 jeeti, UPI request approve aur PIN dalu. Genuine hoga ya nahi?","Help-seeking message about suspected upi collect request fraud.","ANC-NPCI-003","PAT-UPI-007","synthetic_from_verified_pattern","https://www.hdfcbank.com/personal/resources/learning-centre/vigil-aunty/essential-practices-for-safe-upi-transactions","2026-04-28","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","Bank of Maharashtra|MAHABANK|UPI","false","none","machine_generated"
"CYB-SCALE-067","TRIP-SCALE-FC-EN-001","genuine","fake_courier_parcel","English","Latin","SMS","Shiprocket: Your shipment will be delivered today. Track ID SH483256. Avoid links or info requests from unknown numbers. -Shiprocket","Genuine fake courier parcel notice in English.","ANC-SMS-023","PAT-FC-006","synthetic_from_verified_pattern","user_supplied_private_sms","2026-04-28","none","safe_or_routine_action","none","Shiprocket","false","none","machine_generated"
"CYB-SCALE-068","TRIP-SCALE-FC-EN-001","scam","fake_courier_parcel","English","Latin","phone_call_summary","Caller posed as Shiprocket delivery staff, said address confirmation failed, and pushed the user to dial a special code before delivery hold.","Scam variant for delivery-ussd-call-forwarding.","ANC-SMS-023","PAT-FC-008","synthetic_from_verified_pattern","https://indianexpress.com/article/technology/how-a-simple-delivery-call-can-hijack-your-phone-using-ussd-codes-10464025/lite/","2026-01-09","Delivery familiarity and technical confusion","dial_fake_ussd_code","courier_impersonation|asks_to_dial_code|urgency","Shiprocket","false","none","machine_generated"
"CYB-SCALE-069","TRIP-SCALE-FC-EN-001","help_seeking","fake_courier_parcel","English","Latin","WhatsApp","Mom, Shiprocket caller says my parcel/address has issue and I must confirm now. Should I use official app or call 1930?","Help-seeking message about suspected fake courier parcel fraud.","ANC-SMS-023","PAT-FC-008","synthetic_from_verified_pattern","https://indianexpress.com/article/technology/how-a-simple-delivery-call-can-hijack-your-phone-using-ussd-codes-10464025/lite/","2026-01-09","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","Shiprocket|1930","false","none","machine_generated"
"CYB-SCALE-070","TRIP-SCALE-FC-EN-002","genuine","fake_courier_parcel","English","Latin","SMS","India Post: Out for delivery — slot 1PM-4PM. AWB IN483290. Live track on app only. Unknown links se beware. -India Post","Genuine fake courier parcel notice in English.","ANC-SMS-030","PAT-FC-006","synthetic_from_verified_pattern","user_supplied_private_sms","2026-04-28","none","safe_or_routine_action","none","Blue Dart","false","none","machine_generated"
"CYB-SCALE-071","TRIP-SCALE-FC-EN-002","scam","fake_courier_parcel","English","Latin","phone_call_summary","Person posed as India Post security desk, said the parcel held banned drugs, and patched the call to a fake DCP for statement recording.","Scam variant for mdma-passport-parcel.","ANC-SMS-030","PAT-FC-002","synthetic_from_verified_pattern","https://timesofindia.indiatimes.com/city/bengaluru/fedex-fraudsters-dupe-techie-of-1cr/articleshow/110315472.cms","2024-05-22","Drug-smuggling accusation","join_fake_inquiry","illegal_parcel_threat|fake_transfer|urgency","India Post|Cyber Crime Branch","false","none","machine_generated"
"CYB-SCALE-072","TRIP-SCALE-FC-EN-002","help_seeking","fake_courier_parcel","English","Latin","WhatsApp","Dad, got India Post SMS with a link saying customs duty pending Rs.125, parcel will return. Pay or ignore?","Help-seeking message about suspected fake courier parcel fraud.","ANC-SMS-030","PAT-FC-002","synthetic_from_verified_pattern","https://timesofindia.indiatimes.com/city/bengaluru/fedex-fraudsters-dupe-techie-of-1cr/articleshow/110315472.cms","2024-05-22","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","India Post|1930","false","none","machine_generated"
"CYB-SCALE-073","TRIP-SCALE-FC-HI-001","genuine","fake_courier_parcel","Hindi","Devanagari","SMS","India Post: आपका parcel आज deliver होगा. Track ID IN483290. Unknown numbers से आए links न खोलें, info share न करें. -India Post","Genuine fake courier parcel notice in Hindi.","ANC-SMS-030","PAT-FC-006","synthetic_from_verified_pattern","user_supplied_private_sms","2026-04-28","none","safe_or_routine_action","none","Blue Dart","false","none","needs_human_review"
"CYB-SCALE-074","TRIP-SCALE-FC-HI-001","scam","fake_courier_parcel","Hindi","Devanagari","phone_call_summary","कॉलर ने कहा user के नाम का parcel illegal items के साथ पकड़ा गया और call fake cyber officer को transfer कर दी.","Scam variant for mdma-passport-parcel.","ANC-SMS-030","PAT-FC-002","synthetic_from_verified_pattern","https://timesofindia.indiatimes.com/city/bengaluru/fedex-fraudsters-dupe-techie-of-1cr/articleshow/110315472.cms","2024-05-22","Drug-smuggling accusation","join_fake_inquiry","illegal_parcel_threat|fake_transfer|urgency","India Post|Cyber Crime Branch","false","none","needs_human_review"
"CYB-SCALE-075","TRIP-SCALE-FC-HI-001","help_seeking","fake_courier_parcel","Hindi","Devanagari","WhatsApp","माँ, India Post वाला कह रहा parcel/address issue है और अभी confirm करना है. Official app देखूं या 1930 call करूं?","Help-seeking message about suspected fake courier parcel fraud.","ANC-SMS-030","PAT-FC-002","synthetic_from_verified_pattern","https://timesofindia.indiatimes.com/city/bengaluru/fedex-fraudsters-dupe-techie-of-1cr/articleshow/110315472.cms","2024-05-22","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","India Post|1930","false","none","needs_human_review"
"CYB-SCALE-076","TRIP-SCALE-FC-HI-002","genuine","fake_courier_parcel","Hindi","Devanagari","SMS","Blue Dart: Out for delivery — slot 10AM-1PM. AWB BL483324. App पर ही live track देखें. -Blue Dart","Genuine fake courier parcel notice in Hindi.","ANC-SMS-021","PAT-FC-006","synthetic_from_verified_pattern","user_supplied_private_sms","2026-04-28","none","safe_or_routine_action","none","Shiprocket","false","none","needs_human_review"
"CYB-SCALE-077","TRIP-SCALE-FC-HI-002","scam","fake_courier_parcel","Hindi","Devanagari","phone_call_summary","Blue Dart security desk बनकर बोला parcel में banned drugs मिले, और call नकली DCP को statement के लिए जोड़ दी.","Scam variant for courier-to-mumbai-cybercrime-transfer.","ANC-SMS-021","PAT-FC-004","synthetic_from_verified_pattern","https://indianexpress.com/article/cities/bangalore/fedex-scam-bengaluru-software-engineer-held-digital-arrest-loses-rs-1-crore-9344267/","2024-05-22","Authority handoff theater","join_fake_inquiry","illegal_parcel_threat|fake_transfer|urgency","Blue Dart|Cyber Crime Branch","false","none","needs_human_review"
"CYB-SCALE-078","TRIP-SCALE-FC-HI-002","help_seeking","fake_courier_parcel","Hindi","Devanagari","WhatsApp","पापा, Blue Dart का SMS आया link के साथ, customs duty Rs.300 pending बोल रहा, return हो जाएगा parcel. Pay करूं या ignore?","Help-seeking message about suspected fake courier parcel fraud.","ANC-SMS-021","PAT-FC-004","synthetic_from_verified_pattern","https://indianexpress.com/article/cities/bangalore/fedex-scam-bengaluru-software-engineer-held-digital-arrest-loses-rs-1-crore-9344267/","2024-05-22","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","Blue Dart|1930","false","none","needs_human_review"
"CYB-SCALE-079","TRIP-SCALE-FC-MR-002","genuine","fake_courier_parcel","Marathi","Devanagari","SMS","FedEx: Out for delivery — slot 1PM-4PM. AWB FE483341. App वरच live track बघा. -FedEx","Genuine fake courier parcel notice in Marathi.","ANC-SMS-022","PAT-FC-006","synthetic_from_verified_pattern","user_supplied_private_sms","2026-04-28","none","safe_or_routine_action","none","Shiprocket","false","none","needs_human_review"
"CYB-SCALE-080","TRIP-SCALE-FC-MR-002","scam","fake_courier_parcel","Marathi","Devanagari","phone_call_summary","FedEx security desk म्हणून बोलला parcel मध्ये banned drugs सापडले, आणि call खोट्या DCP कडे statement साठी जोडला.","Scam variant for security-deposit-to-rbi.","ANC-SMS-022","PAT-FC-005","synthetic_from_verified_pattern","https://timesofindia.indiatimes.com/city/bengaluru/sr-journalist-lost-1-2-crore-in-fedex-courier-scam/articleshow/106881671.cms","2024-01-17","Fear of account seizure","join_fake_inquiry","illegal_parcel_threat|fake_transfer|urgency","FedEx|Cyber Crime Branch","false","none","needs_human_review"
"CYB-SCALE-081","TRIP-SCALE-FC-MR-002","help_seeking","fake_courier_parcel","Marathi","Devanagari","WhatsApp","बाबा, FedEx चा SMS आला link सोबत, customs duty Rs.499 pending म्हणतोय, parcel return होईल. Pay करू का ignore?","Help-seeking message about suspected fake courier parcel fraud.","ANC-SMS-022","PAT-FC-005","synthetic_from_verified_pattern","https://timesofindia.indiatimes.com/city/bengaluru/sr-journalist-lost-1-2-crore-in-fedex-courier-scam/articleshow/106881671.cms","2024-01-17","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","FedEx|1930","false","none","needs_human_review"
"CYB-SCALE-082","TRIP-SCALE-FC-MR-003","genuine","fake_courier_parcel","Marathi","Devanagari","SMS","Xpressbees: Parcel XP483375 दरवाजावर deliver झाले. चुकीचे marked असल्यास in-app chat वर report करा. -Xpressbees","Genuine fake courier parcel notice in Marathi.","ANC-SMS-028","PAT-FC-006","synthetic_from_verified_pattern","user_supplied_private_sms","2026-04-28","none","safe_or_routine_action","none","Xpressbees","false","none","needs_human_review"
"CYB-SCALE-083","TRIP-SCALE-FC-MR-003","scam","fake_courier_parcel","Marathi","Devanagari","SMS","Xpressbees executive असल्याचा दावा करून कॉलर म्हणाला forwarding code activate केल्याशिवाय parcel deliver होणार नाही.","Scam variant for delivery-ussd-call-forwarding.","ANC-SMS-028","PAT-FC-008","synthetic_from_verified_pattern","https://indianexpress.com/article/technology/how-a-simple-delivery-call-can-hijack-your-phone-using-ussd-codes-10464025/lite/","2026-01-09","Delivery familiarity and technical confusion","dial_fake_ussd_code","courier_impersonation|asks_to_dial_code|urgency","Xpressbees","false","none","needs_human_review"
"CYB-SCALE-084","TRIP-SCALE-FC-MR-003","help_seeking","fake_courier_parcel","Marathi","Devanagari","WhatsApp","दादा, Xpressbees agent म्हणतोय parcel मध्ये banned items आहेत, cyber officer कडे transfer करतोय. Call कट करू की नाही?","Help-seeking message about suspected fake courier parcel fraud.","ANC-SMS-028","PAT-FC-008","synthetic_from_verified_pattern","https://indianexpress.com/article/technology/how-a-simple-delivery-call-can-hijack-your-phone-using-ussd-codes-10464025/lite/","2026-01-09","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","Xpressbees|1930","false","none","needs_human_review"
"CYB-SCALE-085","TRIP-SCALE-FC-MR-004","genuine","fake_courier_parcel","Marathi","Devanagari","SMS","Delhivery: Pickup scheduled for AWB DE483409, slot 4PM-7PM. Rider संपर्क App मध्ये. -Delhivery","Genuine fake courier parcel notice in Marathi.","ANC-SMS-031","PAT-FC-006","synthetic_from_verified_pattern","user_supplied_private_sms","2026-04-28","none","safe_or_routine_action","none","Blue Dart","false","none","needs_human_review"
"CYB-SCALE-086","TRIP-SCALE-FC-MR-004","scam","fake_courier_parcel","Marathi","Devanagari","SMS","Delhivery: PIN code mismatch मुळे parcel वापस गेला. New slot निवडण्यासाठी shiprocket-verify[.]xyz वर जा. PRC511.","Scam variant for mdma-passport-parcel.","ANC-SMS-031","PAT-FC-002","synthetic_from_verified_pattern","https://timesofindia.indiatimes.com/city/bengaluru/fedex-fraudsters-dupe-techie-of-1cr/articleshow/110315472.cms","2024-05-22","Drug-smuggling accusation","open_courier_link","courier_impersonation|inert_link|urgency","Delhivery","true","shortened","needs_human_review"
"CYB-SCALE-087","TRIP-SCALE-FC-MR-004","help_seeking","fake_courier_parcel","Marathi","Devanagari","phone_call_summary","ताई, Delhivery hub manager म्हणून फोन आला, parcel सोडवण्यासाठी star-hash code dial करायला सांगतोय. खरंच असे करायचे का?","Help-seeking message about suspected fake courier parcel fraud.","ANC-SMS-031","PAT-FC-002","synthetic_from_verified_pattern","https://timesofindia.indiatimes.com/city/bengaluru/fedex-fraudsters-dupe-techie-of-1cr/articleshow/110315472.cms","2024-05-22","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","Delhivery|1930","false","none","needs_human_review"
"CYB-SCALE-088","TRIP-SCALE-FC-HIN-001","genuine","fake_courier_parcel","Hinglish","Latin","SMS","Xpressbees: Aapka parcel aaj deliver hoga. Track ID XP483375. Unknown number ke links open mat karo, info share mat karo. -Xpressbees","Genuine fake courier parcel notice in Hinglish.","ANC-SMS-028","PAT-FC-006","synthetic_from_verified_pattern","user_supplied_private_sms","2026-04-28","none","safe_or_routine_action","none","Xpressbees","false","none","machine_generated"
"CYB-SCALE-089","TRIP-SCALE-FC-HIN-001","scam","fake_courier_parcel","Hinglish","Latin","SMS","Caller ne Xpressbees delivery agent bola. Address confirm nahi ho raha, SMS ka special code dial karo warna parcel hold.","Scam variant for delivery-ussd-call-forwarding.","ANC-SMS-028","PAT-FC-008","synthetic_from_verified_pattern","https://indianexpress.com/article/technology/how-a-simple-delivery-call-can-hijack-your-phone-using-ussd-codes-10464025/lite/","2026-01-09","Delivery familiarity and technical confusion","dial_fake_ussd_code","courier_impersonation|asks_to_dial_code|urgency","Xpressbees","false","none","machine_generated"
"CYB-SCALE-090","TRIP-SCALE-FC-HIN-001","help_seeking","fake_courier_parcel","Hinglish","Latin","phone_call_summary","Mom, Xpressbees wala bol raha parcel/address issue hai aur abhi confirm karo. Official app check karu ya 1930 call?","Help-seeking message about suspected fake courier parcel fraud.","ANC-SMS-028","PAT-FC-008","synthetic_from_verified_pattern","https://indianexpress.com/article/technology/how-a-simple-delivery-call-can-hijack-your-phone-using-ussd-codes-10464025/lite/","2026-01-09","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","Xpressbees|1930","false","none","machine_generated"
"CYB-SCALE-091","TRIP-SCALE-FC-HIN-002","genuine","fake_courier_parcel","Hinglish","Latin","SMS","Delhivery: Out for delivery — slot 4PM-7PM. AWB DE483409. App pe hi live track dekho. -Delhivery","Genuine fake courier parcel notice in Hinglish.","ANC-SMS-031","PAT-FC-006","synthetic_from_verified_pattern","user_supplied_private_sms","2026-04-28","none","safe_or_routine_action","none","Blue Dart","false","none","machine_generated"
"CYB-SCALE-092","TRIP-SCALE-FC-HIN-002","scam","fake_courier_parcel","Hinglish","Latin","SMS","Delhivery ALERT: address adhura hone se delivery cancel. Reschedule karo shiprocket-verify[.]xyz (Ref 511).","Scam variant for mdma-passport-parcel.","ANC-SMS-031","PAT-FC-002","synthetic_from_verified_pattern","https://timesofindia.indiatimes.com/city/bengaluru/fedex-fraudsters-dupe-techie-of-1cr/articleshow/110315472.cms","2024-05-22","Drug-smuggling accusation","open_courier_link","courier_impersonation|inert_link|urgency","Delhivery","true","shortened","machine_generated"
"CYB-SCALE-093","TRIP-SCALE-FC-HIN-002","help_seeking","fake_courier_parcel","Hinglish","Latin","phone_call_summary","Dad, Delhivery ka SMS aaya link ke saath, customs duty Rs.1999 pending bol raha, parcel return ho jayega. Pay karu ya ignore?","Help-seeking message about suspected fake courier parcel fraud.","ANC-SMS-031","PAT-FC-002","synthetic_from_verified_pattern","https://timesofindia.indiatimes.com/city/bengaluru/fedex-fraudsters-dupe-techie-of-1cr/articleshow/110315472.cms","2024-05-22","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","Delhivery|1930","false","none","machine_generated"
"CYB-SCALE-094","TRIP-SCALE-KYC-EN-002","genuine","fake_kyc","English","Latin","SMS","BOI: Re-KYC due for A/c XXXX3177. Update via BOI mobile app (Service > Re-KYC) or visit any branch by 30-Jun-26.","Genuine fake kyc notice in English.","ANC-SMS-015","PAT-KYC-001","synthetic_from_verified_pattern","user_supplied_private_sms","2026-04-28","none","safe_or_routine_action","none","Bank of India","false","none","machine_generated"
"CYB-SCALE-095","TRIP-SCALE-KYC-EN-002","scam","fake_kyc","English","Latin","SMS","Dear Customer, BOI A/c suspension at 6 PM today due to pending KYC. KYC update via hdfc-secure-verify[.]xyz. Ref:512","Scam variant for remote-access-kyc-support.","ANC-SMS-015","PAT-KYC-003","synthetic_from_verified_pattern","https://indianexpress.com/article/technology/tech-news-technology/one-link-total-control-how-screen-sharing-scams-are-looting-indians-10517253/","2026-02-07","Tech-support deception","click_kyc_link","urgent|lookalike_bank_link|account_block_threat","BOI|BOI","true","lookalike_bank","machine_generated"
"CYB-SCALE-096","TRIP-SCALE-KYC-EN-002","help_seeking","fake_kyc","English","Latin","phone_call_summary","Mom, BOI message says PAN-Aadhaar mismatch, A/c freeze in 2 hrs unless I tap link. Real warning or scam?","Help-seeking message about suspected fake kyc fraud.","ANC-SMS-015","PAT-KYC-003","synthetic_from_verified_pattern","https://indianexpress.com/article/technology/tech-news-technology/one-link-total-control-how-screen-sharing-scams-are-looting-indians-10517253/","2026-02-07","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","BOI|BOI","false","none","machine_generated"
"CYB-SCALE-097","TRIP-XLANG-KYC-EN-003","genuine","fake_kyc","English","Latin","SMS","HDFC: Periodic KYC pending for A/c XXXX3643. No action needed if updated in last 6 months. Verify via official app. -HDFC","Genuine fake kyc notice in English.","ANC-SMS-018","PAT-KYC-001","synthetic_from_verified_pattern","user_supplied_private_sms","2026-04-28","none","safe_or_routine_action","none","CERSAI","false","none","machine_generated"
"CYB-SCALE-098","TRIP-XLANG-KYC-EN-003","scam","fake_kyc","English","Latin","SMS","HDFC ALERT: PAN-Aadhaar mismatch detected. Complete KYC update in next 2 hrs at kyc-boi-secure[.]xyz or A/c freeze. -HDFC","Scam variant for aadhaar-otp-kyc-abuse.","ANC-SMS-018","PAT-KYC-005","synthetic_from_verified_pattern","https://www.hdfcbank.com/personal/resources/learning-centre/vigil-aunty/best-practices-while-sharing-your-aadhaar-details","2026-04-28","Identity-verification pressure","click_kyc_link","urgent|lookalike_bank_link|account_block_threat","HDFC Bank|HDFC","true","lookalike_bank","machine_generated"
"CYB-SCALE-099","TRIP-XLANG-KYC-EN-003","help_seeking","fake_kyc","English","Latin","phone_call_summary","Bhaiya, HDFC sent APK file saying security update for KYC. Install karu ya ignore?","Help-seeking message about suspected fake kyc fraud.","ANC-SMS-018","PAT-KYC-005","synthetic_from_verified_pattern","https://www.hdfcbank.com/personal/resources/learning-centre/vigil-aunty/best-practices-while-sharing-your-aadhaar-details","2026-04-28","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","HDFC Bank|HDFC","false","none","machine_generated"
